Textos_espanol,sdg
"Por ejemplo, en Australia, se dispuso de financiacion separada para Herceptin, y en Francia existe un arreglo similar. En Alemania, los medicamentos contra el cancer se pagan sobre la base de DRG o mediante ""pagos adicionales especificos"" (Zusatzentgelte). En los Paises Bajos, las unidades de farmacia de los hospitales eran anteriormente responsables de las compras farmaceuticas, y los hospitales con una unidad de farmacia que lograba comprar medicamentos innovadores a precios mas bajos podian usar estos medicamentos mas que otros hospitales, lo que generaba variaciones entre hospitales en el disponibilidad de productos farmaceuticos caros. Pero debido a la presion de los grupos de pacientes, en 2002/03 el Ministerio de Salud paso a ser responsable del 80% de los costos relacionados con la compra de productos farmaceuticos costosos a las companias de seguros, y el resto lo pagaron los hospitales y la farmacia.",3
"Las intervenciones preventivas tambien abarcan a las personas con un riesgo especifico y a las que no presentan sintomas de la enfermedad o presentan signos y sintomas tempranos, en cuyo caso la deteccion precoz ayudara a reducir el dano potencial al permitir una intervencion mas acertada. Tomemos los ejemplos del cancer de mama y de prostata, en los que la edad y el sexo influyen en el riesgo, ciertas elecciones de estilo de vida aumentan los riesgos, como el tabaquismo en el caso del cancer de pulmon. Cuando los sintomas corresponden a una afeccion aguda, se busca y se espera una remision o curacion (HC.l). Sin embargo, muchas afecciones no pueden curarse por completo y derivan en afecciones cronicas con cierto grado de deterioro funcional. El tratamiento implica entonces contactos recurrentes para el control, asi como la implicacion personal del paciente en la vigilancia y el control de los sintomas y el tratamiento.11 La atencion curativa es la razon mas frecuente por la que las personas contactan inicialmente con el sistema sanitario. Sin embargo, en funcion de las necesidades especificas de cada consumidor, los servicios recibidos suelen incluir una cesta de componentes que mezcla la atencion preventiva y rehabilitadora con la curativa. ",3
"La salud mental ha sido tradicionalmente descuidada y con fondos insuficientes, especialmente cuando se considera la importante carga de enfermedad responsable de los trastornos mentales, y existe la necesidad de que los gobiernos mantengan la salud mental en un lugar destacado de la agenda de salud. Estan involucradas varias partes interesadas clave, incluidos los gobiernos en varios niveles administrativos, organizaciones de usuarios y cuidadores, y organizaciones profesionales, y este capitulo considera sus diversas funciones. Los formuladores de politicas de salud mental estan utilizando una variedad de herramientas para mejorar los sistemas de salud mental y liderar mejoras en todo el sistema, incluidos marcos legislativos, estrategias de salud mental e iniciativas verticales para brindar servicios de salud mental a grupos de poblacion objetivo.",3
"Los hombres son hospitalizados anualmente por psicosis (especialmente esquizofrenia) a una tasa ligeramente mas alta que las mujeres. En 2007, este numero fue de aproximadamente 3 000 hospitalizaciones entre hombres, frente a 2 600 mujeres. Los datos de 2011 encontraron que el 15,1% de los pacientes hospitalizados con esquizofrenia fueron rehospitalizados dentro de los 30 dias posteriores al alta (OCDE, 2014a).",3
"Suecia no tiene sistemas nacionales formales de CME y CPD, y en consonancia con la cultura sueca de empoderamiento local, confianza y valores compartidos, esta agenda no tiene un mandato nacional. La responsabilidad de CME y CPD para todo el personal medico empleado en Suecia recae en los empleadores (por ejemplo, consejos de condado, municipios y proveedores privados). En Dinamarca, los profesionales participan en DPC y aprendizaje regulares, pero las expectativas y los requisitos en torno a esto no estan formalizados de ninguna manera.",3
"Sin embargo, el Informe anual de salud de 2012 indica que desde 1990, los suicidios han disminuido en todos los grupos de edad, excepto entre los de 15 a 24 anos, donde se han vuelto algo mas comunes, lo que refleja la tendencia general de aumento de la mala salud mental entre los jovenes de Suecia. Por otro lado, las tasas de suicidio son las que mas han disminuido entre los adultos mayores, especialmente entre los hombres, y las diferencias entre los grupos de edad han disminuido. Las diferencias entre los niveles de educacion son mas significativas entre los hombres: el numero de hombres que tienen un titulo de nivel secundario inferior es el doble que los que tienen una educacion postsecundaria.",3
"Para contribuir a este objetivo, en 2011 se creo la Red Conjunta de Funcionarios de Sanidad y Presupuestos de la OCDE sobre la Sostenibilidad Fiscal de los Sistemas de Salud. Esta red conjunta pretende identificar y difundir buenas practicas en la gestion de los presupuestos sanitarios, junto con otras politicas que pueden garantizar la sostenibilidad fiscal. Tambien pretende mejorar el dialogo institucional, la claridad de funciones y los objetivos comunes entre los funcionarios de los ministerios de Sanidad y Hacienda y otros responsables politicos pertinentes.",3
"Todos los paises deben disenar e implementar programas especiales para atender las necesidades nutricionales de las mujeres en edad fertil, especialmente las que estan embarazadas o en periodo de lactancia, y deben prestar especial atencion a la prevencion y el tratamiento de la anemia nutricional y los trastornos por deficiencia de yodo. Se debe dar prioridad a mejorar el estado nutricional y de salud de las mujeres jovenes a traves de la educacion y la capacitacion como parte de los programas de salud materna y maternidad sin riesgo. Se debe brindar informacion, educacion y asesoramiento a los adolescentes, mujeres y hombres, para ayudarlos a retrasar la formacion temprana de una familia, la actividad sexual prematura y el primer embarazo.",3
"El sobrepeso y la obesidad se definen como un peso excesivo que presenta riesgos para la salud debido a la alta proporcion de grasa corporal. La medida mas utilizada se basa en el indice de masa corporal (IMC), que es un numero unico que evalua el peso de un individuo en relacion con la altura (peso/altura2, con peso en kilogramos y altura en metros). Segun la clasificacion de la OMS (OMS, 2000), los adultos con un IMC de 25 a 30 se definen como con sobrepeso y aquellos con un IMC de 30 o mas como obesos.",3
"En los grandes fondos, la integracion vertical ha ayudado a promover el uso de la atencion primaria y preventiva. Ademas, los mecanismos de financiacion alientan a todos los fondos a buscar enfoques mas rentables. Es probable que el crecimiento demografico relativamente rapido de Israel haya ayudado a la economia politica del ajuste al reducir la necesidad de reducir y cerrar los hospitales.",3
"En este marco, los determinantes se dividen en factores ascendentes (nivel macro), factores intermedios (nivel medio) y factores descendentes (nivel micro). Sin embargo, la mortalidad es el resultado de experiencias pasadas de factores de riesgo, mientras que la morbilidad es el resultado de influencias en curso. Si bien la mortalidad y la morbilidad son importantes para todos los afectados, restringir las acciones a los factores aguas abajo no aborda los determinantes de la salud impulsados   socioeconomicamente que se encuentran aguas arriba. Aqui, la politica gubernamental juega un papel clave y, a su vez, esta influenciada por determinantes aun mas importantes de las fuerzas globales.",3
"Se espera que las personas de 65 anos o mas representen alrededor del 30,1% de la poblacion en las areas metropolitanas, el 30,2% de la poblacion en las areas del interior y el 26,8% de la poblacion en las areas costeras, en 2045 (Comision de Productividad, 2005). Dado que las personas mayores a menudo experimentan multiples afecciones cronicas, esto sugiere que aumentara la necesidad de atencion medica. Parte de esta necesidad estara en areas con servicios insuficientes para satisfacer la demanda de atencion medica asociada con el envejecimiento. Esto se ve agravado por una mala distribucion en la fuerza laboral de salud. El pais ha lidiado con esta situacion con una gran dependencia de medicos formados en el extranjero, y la politica del gobierno los ha dirigido a areas de necesidad.",3
"Nota: En 2014, casos nuevos de TB y recaidas = 74,8 por 100.000 habitantes. Desde 2009, la incidencia de la tuberculosis ha disminuido, de 101,4 por 100 000 habitantes en 2009 a 84,1 por 100 000 habitantes en 2012. El pico de 2013 estuvo relacionado con el fracaso de una campana de inmunizacion masiva en 2008, que sirvio de base para una epidemia de sarampion. Cada ano se informan algunos casos de intoxicacion con hongos. En cuanto a las enfermedades transmitidas por el agua, en el periodo 2001-2006, se notificaron 25 casos colectivos, concernientes a 3.194 personas, principalmente en las ciudades. Esta fuerte disminucion esta relacionada con la mejora en la distribucion de agua potable de calidad, especialmente en las ciudades.",3
